 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 13, 2017 
 ==================================================================

 Disk File Name = SRIM Outputs\136Te_58Ni.txt

 Ion = Tellurium [52] , Mass = 136 amu

 Target Density =  8.8955E+00 g/cm3 = 9.1274E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ni     28    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 MeV   6.104E+00  1.787E+00    1.53 um     2397 A      2421 A   
  11.00 MeV   6.586E+00  1.680E+00    1.67 um     2511 A      2582 A   
  12.00 MeV   7.068E+00  1.586E+00    1.79 um     2612 A      2730 A   
  13.00 MeV   7.547E+00  1.504E+00    1.91 um     2702 A      2867 A   
  14.00 MeV   8.021E+00  1.430E+00    2.03 um     2783 A      2993 A   
  15.00 MeV   8.490E+00  1.365E+00    2.14 um     2856 A      3109 A   
  16.00 MeV   8.951E+00  1.306E+00    2.25 um     2922 A      3217 A   
  17.00 MeV   9.405E+00  1.252E+00    2.36 um     2982 A      3318 A   
  18.00 MeV   9.851E+00  1.203E+00    2.46 um     3037 A      3411 A   
  20.00 MeV   1.072E+01  1.117E+00    2.65 um     3138 A      3580 A   
  22.50 MeV   1.175E+01  1.028E+00    2.87 um     3246 A      3763 A   
  25.00 MeV   1.272E+01  9.526E-01    3.08 um     3337 A      3921 A   
  27.50 MeV   1.365E+01  8.889E-01    3.27 um     3414 A      4060 A   
  30.00 MeV   1.453E+01  8.340E-01    3.46 um     3480 A      4182 A   
  32.50 MeV   1.536E+01  7.862E-01    3.63 um     3537 A      4292 A   
  35.00 MeV   1.616E+01  7.441E-01    3.80 um     3588 A      4390 A   
  37.50 MeV   1.692E+01  7.067E-01    3.96 um     3634 A      4479 A   
  40.00 MeV   1.764E+01  6.732E-01    4.11 um     3675 A      4561 A   
  45.00 MeV   1.902E+01  6.159E-01    4.41 um     3756 A      4704 A   
  50.00 MeV   2.029E+01  5.683E-01    4.68 um     3825 A      4827 A   
  55.00 MeV   2.149E+01  5.282E-01    4.94 um     3883 A      4935 A   
  60.00 MeV   2.261E+01  4.939E-01    5.19 um     3934 A      5029 A   
  65.00 MeV   2.368E+01  4.641E-01    5.42 um     3979 A      5113 A   
  70.00 MeV   2.470E+01  4.381E-01    5.65 um     4019 A      5189 A   
  80.00 MeV   2.659E+01  3.945E-01    6.08 um     4110 A      5321 A   
  90.00 MeV   2.831E+01  3.594E-01    6.48 um     4186 A      5432 A   
 100.00 MeV   2.990E+01  3.305E-01    6.86 um     4251 A      5527 A   
 110.00 MeV   3.137E+01  3.063E-01    7.22 um     4308 A      5611 A   
 120.00 MeV   3.272E+01  2.856E-01    7.57 um     4359 A      5684 A   
 130.00 MeV   3.397E+01  2.677E-01    7.90 um     4404 A      5751 A   
 140.00 MeV   3.512E+01  2.522E-01    8.22 um     4446 A      5811 A   
 150.00 MeV   3.619E+01  2.384E-01    8.53 um     4484 A      5865 A   
 160.00 MeV   3.718E+01  2.262E-01    8.84 um     4519 A      5915 A   
 170.00 MeV   3.810E+01  2.153E-01    9.13 um     4551 A      5962 A   
 180.00 MeV   3.895E+01  2.055E-01    9.42 um     4582 A      6005 A   
 200.00 MeV   4.046E+01  1.884E-01    9.99 um     4672 A      6084 A   
 225.00 MeV   4.205E+01  1.710E-01   10.66 um     4792 A      6170 A   
 250.00 MeV   4.336E+01  1.567E-01   11.32 um     4900 A      6246 A   
 275.00 MeV   4.450E+01  1.448E-01   11.95 um     5000 A      6314 A   
 300.00 MeV   4.582E+01  1.347E-01   12.57 um     5091 A      6376 A   
 325.00 MeV   4.669E+01  1.260E-01   13.18 um     5176 A      6433 A   
 350.00 MeV   4.744E+01  1.184E-01   13.77 um     5257 A      6485 A   
 375.00 MeV   4.807E+01  1.117E-01   14.36 um     5334 A      6534 A   
 400.00 MeV   4.859E+01  1.058E-01   14.94 um     5407 A      6581 A   
 450.00 MeV   4.937E+01  9.580E-02   16.08 um     5663 A      6666 A   
 500.00 MeV   4.986E+01  8.763E-02   17.21 um     5901 A      6744 A   
 550.00 MeV   5.014E+01  8.082E-02   18.34 um     6125 A      6817 A   
 600.00 MeV   5.026E+01  7.505E-02   19.45 um     6340 A      6885 A   
 650.00 MeV   5.025E+01  7.010E-02   20.57 um     6546 A      6950 A   
 700.00 MeV   5.015E+01  6.580E-02   21.69 um     6746 A      7012 A   
 800.00 MeV   4.972E+01  5.868E-02   23.93 um     7479 A      7131 A   
 900.00 MeV   4.911E+01  5.304E-02   26.21 um     8158 A      7243 A   
   1.00 GeV   4.837E+01  4.843E-02   28.51 um     8802 A      7351 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  8.8952E+01                 eV / Angstrom 
  8.8952E+02                keV / micron   
  8.8952E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  9.7456E+01                 eV / (1E15 atoms/cm2)
  5.4489E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
