 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 13, 2017 
 ==================================================================

 Disk File Name = SRIM Outputs\146Gd_206Pb.txt

 Ion = Gadolinium [64] , Mass = 146 amu

 Target Density =  1.1344E+01 g/cm3 = 3.3161E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Pb     82    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.228E-01  1.407E+00      49 A        39 A        29 A   
  11.00 keV   1.288E-01  1.464E+00      52 A        41 A        31 A   
  12.00 keV   1.346E-01  1.518E+00      54 A        43 A        32 A   
  13.00 keV   1.401E-01  1.568E+00      57 A        45 A        33 A   
  14.00 keV   1.454E-01  1.614E+00      59 A        46 A        34 A   
  15.00 keV   1.505E-01  1.659E+00      61 A        48 A        36 A   
  16.00 keV   1.554E-01  1.701E+00      64 A        49 A        37 A   
  17.00 keV   1.602E-01  1.741E+00      66 A        51 A        38 A   
  18.00 keV   1.648E-01  1.779E+00      68 A        52 A        39 A   
  20.00 keV   1.737E-01  1.849E+00      72 A        55 A        41 A   
  22.50 keV   1.843E-01  1.930E+00      78 A        59 A        43 A   
  25.00 keV   1.942E-01  2.003E+00      83 A        62 A        46 A   
  27.50 keV   2.037E-01  2.069E+00      87 A        66 A        48 A   
  30.00 keV   2.128E-01  2.131E+00      92 A        69 A        50 A   
  32.50 keV   2.215E-01  2.187E+00      97 A        72 A        52 A   
  35.00 keV   2.298E-01  2.240E+00     101 A        75 A        54 A   
  37.50 keV   2.379E-01  2.289E+00     106 A        78 A        56 A   
  40.00 keV   2.457E-01  2.335E+00     110 A        81 A        58 A   
  45.00 keV   2.606E-01  2.419E+00     119 A        87 A        62 A   
  50.00 keV   2.747E-01  2.494E+00     127 A        92 A        66 A   
