 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> July 10, 2017 
 ==================================================================

 Disk File Name = SRIM Outputs\70Se_Si.txt

 Ion = Selenium [34] , Mass = 70 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   2.808E-01  4.107E+00     120 A        47 A        35 A   
  11.00 keV   2.945E-01  4.204E+00     128 A        49 A        37 A   
  12.00 keV   3.076E-01  4.291E+00     135 A        52 A        39 A   
  13.00 keV   3.201E-01  4.369E+00     142 A        54 A        41 A   
  14.00 keV   3.322E-01  4.440E+00     149 A        56 A        43 A   
  15.00 keV   3.439E-01  4.504E+00     157 A        59 A        45 A   
  16.00 keV   3.552E-01  4.564E+00     164 A        61 A        46 A   
  17.00 keV   3.661E-01  4.618E+00     170 A        63 A        48 A   
  18.00 keV   3.767E-01  4.668E+00     177 A        65 A        50 A   
  20.00 keV   3.971E-01  4.757E+00     191 A        69 A        53 A   
  22.50 keV   4.212E-01  4.851E+00     207 A        74 A        57 A   
  25.00 keV   4.439E-01  4.929E+00     224 A        79 A        61 A   
  27.50 keV   4.656E-01  4.995E+00     240 A        84 A        65 A   
  30.00 keV   4.863E-01  5.051E+00     256 A        89 A        69 A   
  32.50 keV   5.062E-01  5.098E+00     271 A        94 A        72 A   
  35.00 keV   5.253E-01  5.139E+00     287 A        98 A        76 A   
  37.50 keV   5.437E-01  5.173E+00     303 A       103 A        79 A   
  40.00 keV   5.615E-01  5.202E+00     318 A       108 A        83 A   
  45.00 keV   5.956E-01  5.248E+00     349 A       117 A        90 A   
  50.00 keV   6.278E-01  5.280E+00     379 A       125 A        96 A   
