 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 13, 2017 
 ==================================================================

 Disk File Name = SRIM Outputs\140Nd_52Cr.txt

 Ion = Neodymium [60] , Mass = 140 amu

 Target Density =  7.2000E+00 g/cm3 = 8.3388E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Cr     24    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 MeV   9.572E+00  2.213E+00    1.35 um     1868 A      1916 A   
  11.00 MeV   1.007E+01  2.082E+00    1.46 um     1950 A      2031 A   
  12.00 MeV   1.053E+01  1.968E+00    1.57 um     2024 A      2139 A   
  13.00 MeV   1.096E+01  1.867E+00    1.68 um     2091 A      2239 A   
  14.00 MeV   1.138E+01  1.777E+00    1.78 um     2154 A      2333 A   
  15.00 MeV   1.178E+01  1.697E+00    1.88 um     2211 A      2422 A   
  16.00 MeV   1.218E+01  1.624E+00    1.98 um     2265 A      2506 A   
  17.00 MeV   1.256E+01  1.558E+00    2.08 um     2315 A      2585 A   
  18.00 MeV   1.295E+01  1.498E+00    2.17 um     2362 A      2660 A   
  20.00 MeV   1.371E+01  1.392E+00    2.36 um     2453 A      2800 A   
  22.50 MeV   1.467E+01  1.282E+00    2.57 um     2555 A      2956 A   
  25.00 MeV   1.564E+01  1.189E+00    2.78 um     2643 A      3095 A   
  27.50 MeV   1.661E+01  1.110E+00    2.98 um     2719 A      3219 A   
  30.00 MeV   1.759E+01  1.042E+00    3.17 um     2786 A      3332 A   
  32.50 MeV   1.856E+01  9.830E-01    3.35 um     2845 A      3433 A   
  35.00 MeV   1.953E+01  9.307E-01    3.52 um     2897 A      3525 A   
  37.50 MeV   2.049E+01  8.843E-01    3.68 um     2943 A      3609 A   
  40.00 MeV   2.143E+01  8.428E-01    3.84 um     2985 A      3686 A   
  45.00 MeV   2.327E+01  7.715E-01    4.14 um     3071 A      3822 A   
  50.00 MeV   2.503E+01  7.123E-01    4.41 um     3142 A      3939 A   
  55.00 MeV   2.671E+01  6.624E-01    4.67 um     3203 A      4040 A   
  60.00 MeV   2.830E+01  6.196E-01    4.92 um     3255 A      4129 A   
  65.00 MeV   2.980E+01  5.825E-01    5.15 um     3300 A      4209 A   
  70.00 MeV   3.122E+01  5.500E-01    5.37 um     3341 A      4280 A   
  80.00 MeV   3.381E+01  4.955E-01    5.79 um     3435 A      4403 A   
  90.00 MeV   3.611E+01  4.517E-01    6.18 um     3513 A      4506 A   
 100.00 MeV   3.815E+01  4.156E-01    6.55 um     3580 A      4595 A   
 110.00 MeV   3.997E+01  3.852E-01    6.90 um     3638 A      4672 A   
 120.00 MeV   4.158E+01  3.594E-01    7.24 um     3690 A      4741 A   
 130.00 MeV   4.303E+01  3.370E-01    7.56 um     3737 A      4803 A   
 140.00 MeV   4.433E+01  3.175E-01    7.88 um     3780 A      4859 A   
 150.00 MeV   4.549E+01  3.003E-01    8.18 um     3820 A      4911 A   
 160.00 MeV   4.654E+01  2.850E-01    8.48 um     3857 A      4958 A   
 170.00 MeV   4.749E+01  2.713E-01    8.77 um     3892 A      5003 A   
 180.00 MeV   4.834E+01  2.589E-01    9.06 um     3925 A      5044 A   
 200.00 MeV   4.982E+01  2.376E-01    9.62 um     4025 A      5120 A   
 225.00 MeV   5.131E+01  2.157E-01   10.31 um     4161 A      5204 A   
 250.00 MeV   5.250E+01  1.977E-01   10.97 um     4285 A      5279 A   
 275.00 MeV   5.344E+01  1.827E-01   11.62 um     4401 A      5347 A   
 300.00 MeV   5.452E+01  1.700E-01   12.26 um     4508 A      5410 A   
 325.00 MeV   5.521E+01  1.590E-01   12.89 um     4609 A      5468 A   
 350.00 MeV   5.566E+01  1.495E-01   13.52 um     4706 A      5522 A   
 375.00 MeV   5.610E+01  1.411E-01   14.14 um     4799 A      5573 A   
 400.00 MeV   5.646E+01  1.336E-01   14.75 um     4888 A      5622 A   
 450.00 MeV   5.696E+01  1.210E-01   15.97 um     5204 A      5714 A   
 500.00 MeV   5.725E+01  1.107E-01   17.19 um     5497 A      5798 A   
 550.00 MeV   5.738E+01  1.022E-01   18.40 um     5772 A      5878 A   
 600.00 MeV   5.740E+01  9.488E-02   19.60 um     6034 A      5954 A   
 650.00 MeV   5.733E+01  8.864E-02   20.81 um     6285 A      6026 A   
 700.00 MeV   5.720E+01  8.321E-02   22.02 um     6526 A      6096 A   
 800.00 MeV   5.682E+01  7.424E-02   24.45 um     7399 A      6230 A   
 900.00 MeV   5.632E+01  6.711E-02   26.91 um     8189 A      6357 A   
   1.00 GeV   5.577E+01  6.130E-02   29.38 um     8923 A      6480 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  7.1998E+01                 eV / Angstrom 
  7.1998E+02                keV / micron   
  7.1998E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  8.6341E+01                 eV / (1E15 atoms/cm2)
  4.7256E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
