 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> July 10, 2017 
 ==================================================================

 Disk File Name = SRIM Outputs\142Ba_58Ni.txt

 Ion = Barium [56] , Mass = 142 amu

 Target Density =  8.8955E+00 g/cm3 = 9.2360E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ni     28    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 MeV   6.072E+00  2.120E+00    1.43 um     2275 A      2260 A   
  11.00 MeV   6.539E+00  1.995E+00    1.56 um     2392 A      2419 A   
  12.00 MeV   7.004E+00  1.886E+00    1.68 um     2497 A      2567 A   
  13.00 MeV   7.467E+00  1.790E+00    1.80 um     2592 A      2705 A   
  14.00 MeV   7.926E+00  1.704E+00    1.91 um     2677 A      2832 A   
  15.00 MeV   8.380E+00  1.627E+00    2.02 um     2754 A      2951 A   
  16.00 MeV   8.829E+00  1.558E+00    2.13 um     2824 A      3062 A   
  17.00 MeV   9.272E+00  1.495E+00    2.23 um     2888 A      3165 A   
  18.00 MeV   9.707E+00  1.437E+00    2.33 um     2947 A      3262 A   
  20.00 MeV   1.056E+01  1.336E+00    2.52 um     3056 A      3438 A   
  22.50 MeV   1.158E+01  1.230E+00    2.74 um     3174 A      3631 A   
  25.00 MeV   1.255E+01  1.141E+00    2.95 um     3272 A      3798 A   
  27.50 MeV   1.348E+01  1.066E+00    3.14 um     3356 A      3945 A   
  30.00 MeV   1.436E+01  1.001E+00    3.32 um     3428 A      4075 A   
  32.50 MeV   1.521E+01  9.439E-01    3.50 um     3492 A      4192 A   
  35.00 MeV   1.601E+01  8.939E-01    3.67 um     3548 A      4298 A   
  37.50 MeV   1.679E+01  8.494E-01    3.83 um     3597 A      4393 A   
  40.00 MeV   1.753E+01  8.096E-01    3.98 um     3642 A      4481 A   
  45.00 MeV   1.893E+01  7.412E-01    4.27 um     3730 A      4635 A   
  50.00 MeV   2.024E+01  6.845E-01    4.55 um     3804 A      4768 A   
  55.00 MeV   2.147E+01  6.366E-01    4.80 um     3868 A      4883 A   
  60.00 MeV   2.263E+01  5.955E-01    5.05 um     3923 A      4985 A   
  65.00 MeV   2.373E+01  5.599E-01    5.28 um     3971 A      5076 A   
  70.00 MeV   2.477E+01  5.287E-01    5.51 um     4014 A      5158 A   
  80.00 MeV   2.672E+01  4.764E-01    5.93 um     4110 A      5300 A   
  90.00 MeV   2.850E+01  4.344E-01    6.33 um     4189 A      5420 A   
 100.00 MeV   3.014E+01  3.997E-01    6.71 um     4257 A      5523 A   
 110.00 MeV   3.166E+01  3.705E-01    7.07 um     4316 A      5613 A   
 120.00 MeV   3.307E+01  3.457E-01    7.41 um     4369 A      5693 A   
 130.00 MeV   3.437E+01  3.242E-01    7.74 um     4416 A      5764 A   
 140.00 MeV   3.559E+01  3.054E-01    8.05 um     4458 A      5829 A   
 150.00 MeV   3.672E+01  2.889E-01    8.36 um     4497 A      5888 A   
 160.00 MeV   3.777E+01  2.742E-01    8.66 um     4533 A      5942 A   
 170.00 MeV   3.875E+01  2.610E-01    8.95 um     4567 A      5992 A   
 180.00 MeV   3.967E+01  2.491E-01    9.23 um     4598 A      6038 A   
 200.00 MeV   4.132E+01  2.286E-01    9.79 um     4687 A      6122 A   
 225.00 MeV   4.309E+01  2.075E-01   10.45 um     4804 A      6214 A   
 250.00 MeV   4.457E+01  1.903E-01   11.08 um     4910 A      6295 A   
 275.00 MeV   4.582E+01  1.759E-01   11.70 um     5006 A      6368 A   
 300.00 MeV   4.721E+01  1.636E-01   12.30 um     5094 A      6433 A   
 325.00 MeV   4.841E+01  1.531E-01   12.89 um     5176 A      6493 A   
 350.00 MeV   4.928E+01  1.439E-01   13.46 um     5252 A      6548 A   
 375.00 MeV   5.008E+01  1.358E-01   14.02 um     5325 A      6599 A   
 400.00 MeV   5.077E+01  1.287E-01   14.58 um     5394 A      6647 A   
 450.00 MeV   5.186E+01  1.165E-01   15.67 um     5631 A      6736 A   
 500.00 MeV   5.265E+01  1.066E-01   16.74 um     5849 A      6816 A   
 550.00 MeV   5.320E+01  9.837E-02   17.80 um     6054 A      6890 A   
 600.00 MeV   5.357E+01  9.137E-02   18.85 um     6248 A      6959 A   
 650.00 MeV   5.379E+01  8.536E-02   19.90 um     6433 A      7024 A   
 700.00 MeV   5.389E+01  8.014E-02   20.94 um     6612 A      7086 A   
 800.00 MeV   5.383E+01  7.150E-02   23.02 um     7260 A      7202 A   
 900.00 MeV   5.352E+01  6.464E-02   25.11 um     7858 A      7311 A   
   1.00 GeV   5.304E+01  5.905E-02   27.22 um     8421 A      7415 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  8.8952E+01                 eV / Angstrom 
  8.8952E+02                keV / micron   
  8.8952E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  9.6310E+01                 eV / (1E15 atoms/cm2)
  4.9939E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
