 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> July 10, 2017 
 ==================================================================

 Disk File Name = SRIM Outputs\144Ba_58Ni.txt

 Ion = Barium [56] , Mass = 144 amu

 Target Density =  8.8955E+00 g/cm3 = 9.2360E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ni     28    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   9.327E-02  3.779E+00      40 A        18 A        13 A   
  11.00 keV   9.782E-02  3.914E+00      42 A        18 A        14 A   
  12.00 keV   1.022E-01  4.038E+00      44 A        19 A        14 A   
  13.00 keV   1.063E-01  4.154E+00      46 A        20 A        15 A   
  14.00 keV   1.104E-01  4.262E+00      48 A        21 A        15 A   
  15.00 keV   1.142E-01  4.363E+00      50 A        21 A        16 A   
  16.00 keV   1.180E-01  4.458E+00      51 A        22 A        16 A   
  17.00 keV   1.216E-01  4.548E+00      53 A        23 A        17 A   
  18.00 keV   1.251E-01  4.633E+00      55 A        23 A        17 A   
  20.00 keV   1.319E-01  4.789E+00      59 A        25 A        18 A   
  22.50 keV   1.399E-01  4.965E+00      63 A        26 A        19 A   
  25.00 keV   1.475E-01  5.121E+00      67 A        28 A        21 A   
  27.50 keV   1.547E-01  5.262E+00      71 A        29 A        22 A   
  30.00 keV   1.615E-01  5.390E+00      75 A        30 A        23 A   
  32.50 keV   1.681E-01  5.507E+00      79 A        32 A        24 A   
  35.00 keV   1.745E-01  5.615E+00      82 A        33 A        25 A   
  37.50 keV   1.806E-01  5.713E+00      86 A        34 A        26 A   
  40.00 keV   1.865E-01  5.805E+00      90 A        35 A        27 A   
  45.00 keV   1.979E-01  5.969E+00      97 A        38 A        29 A   
  50.00 keV   2.086E-01  6.112E+00     104 A        40 A        30 A   
