 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> September 17, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\62Mn_109Ag.txt

 Ion = Manganese [25] , Mass = 62 amu

 Target Density =  1.0473E+01 g/cm3 = 5.7861E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ag     47    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   9.00 MeV   6.564E+00  2.256E-01    1.99 um     3659 A      4009 A   
  10.00 MeV   7.027E+00  2.091E-01    2.12 um     3724 A      4128 A   
  11.00 MeV   7.459E+00  1.950E-01    2.24 um     3780 A      4232 A   
  12.00 MeV   7.864E+00  1.829E-01    2.36 um     3828 A      4325 A   
  13.00 MeV   8.245E+00  1.723E-01    2.47 um     3870 A      4408 A   
  14.00 MeV   8.603E+00  1.630E-01    2.58 um     3907 A      4484 A   
  15.00 MeV   8.941E+00  1.548E-01    2.68 um     3941 A      4552 A   
  16.00 MeV   9.260E+00  1.474E-01    2.79 um     3971 A      4615 A   
  17.00 MeV   9.562E+00  1.408E-01    2.88 um     3998 A      4673 A   
  18.00 MeV   9.848E+00  1.348E-01    2.98 um     4023 A      4727 A   
  20.00 MeV   1.038E+01  1.244E-01    3.16 um     4072 A      4825 A   
  22.50 MeV   1.097E+01  1.135E-01    3.38 um     4126 A      4931 A   
  25.00 MeV   1.150E+01  1.046E-01    3.59 um     4172 A      5023 A   
  27.50 MeV   1.197E+01  9.710E-02    3.78 um     4212 A      5105 A   
  30.00 MeV   1.239E+01  9.068E-02    3.98 um     4248 A      5179 A   
  32.50 MeV   1.276E+01  8.512E-02    4.16 um     4281 A      5246 A   
  35.00 MeV   1.310E+01  8.026E-02    4.35 um     4311 A      5307 A   
  37.50 MeV   1.341E+01  7.597E-02    4.52 um     4338 A      5364 A   
  40.00 MeV   1.368E+01  7.215E-02    4.70 um     4363 A      5417 A   
  45.00 MeV   1.416E+01  6.564E-02    5.04 um     4422 A      5513 A   
  50.00 MeV   1.454E+01  6.029E-02    5.36 um     4475 A      5598 A   
  55.00 MeV   1.486E+01  5.581E-02    5.69 um     4523 A      5676 A   
  60.00 MeV   1.512E+01  5.199E-02    6.00 um     4568 A      5748 A   
  65.00 MeV   1.532E+01  4.870E-02    6.31 um     4611 A      5814 A   
  70.00 MeV   1.549E+01  4.584E-02    6.62 um     4651 A      5877 A   
  80.00 MeV   1.572E+01  4.107E-02    7.23 um     4765 A      5992 A   
  90.00 MeV   1.585E+01  3.726E-02    7.83 um     4872 A      6097 A   
 100.00 MeV   1.590E+01  3.414E-02    8.43 um     4974 A      6195 A   
 110.00 MeV   1.589E+01  3.153E-02    9.03 um     5072 A      6288 A   
 120.00 MeV   1.585E+01  2.932E-02    9.63 um     5168 A      6376 A   
 130.00 MeV   1.584E+01  2.742E-02   10.23 um     5261 A      6460 A   
 140.00 MeV   1.581E+01  2.577E-02   10.83 um     5352 A      6542 A   
 150.00 MeV   1.569E+01  2.431E-02   11.43 um     5443 A      6621 A   
 160.00 MeV   1.561E+01  2.303E-02   12.04 um     5532 A      6699 A   
 170.00 MeV   1.552E+01  2.188E-02   12.65 um     5620 A      6774 A   
 180.00 MeV   1.541E+01  2.084E-02   13.27 um     5708 A      6849 A   
