 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 12, 2017 
 ==================================================================

 Disk File Name = SRIM Outputs\70Se_208Pb.txt

 Ion = Selenium [34] , Mass = 70 amu

 Target Density =  1.1344E+01 g/cm3 = 3.2842E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Pb     82    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   5.595E-02  6.919E-01      61 A        64 A        49 A   
  11.00 keV   5.868E-02  7.147E-01      64 A        67 A        52 A   
  12.00 keV   6.129E-02  7.357E-01      68 A        70 A        54 A   
  13.00 keV   6.380E-02  7.551E-01      72 A        73 A        57 A   
  14.00 keV   6.620E-02  7.731E-01      75 A        77 A        59 A   
  15.00 keV   6.853E-02  7.899E-01      79 A        80 A        62 A   
  16.00 keV   7.078E-02  8.056E-01      82 A        83 A        64 A   
  17.00 keV   7.295E-02  8.204E-01      86 A        86 A        66 A   
  18.00 keV   7.507E-02  8.343E-01      89 A        89 A        69 A   
  20.00 keV   7.913E-02  8.598E-01      95 A        94 A        73 A   
  22.50 keV   8.393E-02  8.882E-01     104 A       101 A        79 A   
  25.00 keV   8.847E-02  9.132E-01     111 A       108 A        84 A   
  27.50 keV   9.279E-02  9.356E-01     119 A       114 A        89 A   
  30.00 keV   9.691E-02  9.557E-01     127 A       121 A        94 A   
  32.50 keV   1.009E-01  9.739E-01     134 A       127 A        99 A   
  35.00 keV   1.047E-01  9.905E-01     142 A       133 A       104 A   
  37.50 keV   1.084E-01  1.006E+00     149 A       139 A       108 A   
  40.00 keV   1.119E-01  1.020E+00     157 A       145 A       113 A   
  45.00 keV   1.187E-01  1.044E+00     171 A       157 A       122 A   
  50.00 keV   1.251E-01  1.065E+00     185 A       168 A       131 A   
