 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> October 29, 2018 
 ==================================================================

 Disk File Name = SRIM Outputs\104Pd_104Pd.txt

 Ion = Palladium [46] , Mass = 104 amu

 Target Density =  1.2020E+01 g/cm3 = 6.9600E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Pd     46    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 MeV   5.913E+00  9.492E-01    1.43 um     3021 A      2987 A   
  11.00 MeV   6.406E+00  8.914E-01    1.54 um     3129 A      3148 A   
  12.00 MeV   6.884E+00  8.411E-01    1.64 um     3223 A      3293 A   
  13.00 MeV   7.347E+00  7.968E-01    1.74 um     3306 A      3424 A   
  14.00 MeV   7.795E+00  7.576E-01    1.84 um     3379 A      3544 A   
  15.00 MeV   8.230E+00  7.224E-01    1.93 um     3445 A      3653 A   
  16.00 MeV   8.650E+00  6.908E-01    2.01 um     3504 A      3753 A   
  17.00 MeV   9.057E+00  6.621E-01    2.10 um     3557 A      3846 A   
  18.00 MeV   9.452E+00  6.360E-01    2.18 um     3605 A      3932 A   
  20.00 MeV   1.021E+01  5.902E-01    2.33 um     3693 A      4086 A   
  22.50 MeV   1.109E+01  5.424E-01    2.51 um     3786 A      4252 A   
  25.00 MeV   1.192E+01  5.024E-01    2.67 um     3863 A      4395 A   
  27.50 MeV   1.270E+01  4.686E-01    2.83 um     3929 A      4521 A   
  30.00 MeV   1.343E+01  4.394E-01    2.98 um     3986 A      4631 A   
  32.50 MeV   1.413E+01  4.140E-01    3.12 um     4036 A      4730 A   
  35.00 MeV   1.479E+01  3.917E-01    3.26 um     4080 A      4819 A   
  37.50 MeV   1.543E+01  3.719E-01    3.39 um     4119 A      4900 A   
  40.00 MeV   1.603E+01  3.541E-01    3.52 um     4154 A      4974 A   
  45.00 MeV   1.717E+01  3.238E-01    3.76 um     4222 A      5105 A   
  50.00 MeV   1.822E+01  2.986E-01    3.99 um     4279 A      5218 A   
  55.00 MeV   1.920E+01  2.774E-01    4.20 um     4328 A      5316 A   
  60.00 MeV   2.010E+01  2.593E-01    4.41 um     4370 A      5403 A   
  65.00 MeV   2.095E+01  2.436E-01    4.61 um     4408 A      5481 A   
  70.00 MeV   2.174E+01  2.298E-01    4.80 um     4442 A      5552 A   
  80.00 MeV   2.316E+01  2.068E-01    5.16 um     4515 A      5675 A   
  90.00 MeV   2.442E+01  1.884E-01    5.51 um     4577 A      5781 A   
 100.00 MeV   2.552E+01  1.732E-01    5.83 um     4631 A      5872 A   
 110.00 MeV   2.649E+01  1.604E-01    6.15 um     4679 A      5953 A   
 120.00 MeV   2.736E+01  1.495E-01    6.46 um     4722 A      6026 A   
 130.00 MeV   2.812E+01  1.401E-01    6.75 um     4761 A      6092 A   
 140.00 MeV   2.880E+01  1.320E-01    7.04 um     4798 A      6153 A   
 150.00 MeV   2.940E+01  1.247E-01    7.33 um     4832 A      6209 A   
 160.00 MeV   2.993E+01  1.183E-01    7.60 um     4863 A      6261 A   
 170.00 MeV   3.041E+01  1.126E-01    7.88 um     4894 A      6310 A   
